ACARA School ID,AGE ID,School Name,Suburb,State,Postcode,Region,Cluster,Cluster Hub,Distance from Cluster 'hub',Driving Time from Cluster 'hub' (Min),Distance from CBD,Driving Time from CBD (Min),Latitude,Longitude,School Sector,School Type,Campus Type,Rolled Reporting Description,School URL,Year Range,Geolocation,TFA Eligible school,ICSEA,Bottom SEA Quarter,Lower Middle SEA Quarter,Upper Middle SEA Quarter,Top SEA Quarter,Teaching Staff,FTE Teaching Staff,Non-Teaching Staff,FTE Non-Teaching Staff,Total Enrolments,Girls Enrolments,Boys Enrolments,Full Time Equivalent Enrolments,Enrolment change from 2016,Indigenous Enrolments,Language Background Other Than English,NAPLAN numeracy comparison to national average Yr 9,NAPLAN reading comparison to national average Yr 9,% Students at University,% Students at TAFE,% Students in Employment,C2010 placements,C2010,C2011 placements,C2011,C2012 placements,C2012,C2013 placements,C2013,C2014 placements,C2014,C2015 placements,C2015,C2016 placements,C2016,C2017 placements,C2017,C2018 placements,C2018,Total placements,Current TFA partner school,TFA placement school,2018 PAN member,TLA,TTL school,Alumni at school,Duplicates
572,8625,obfuscated_572,obfuscated_572,NSW,2217,,,,,,,,-38.141022,145.166355,Government,Primary,School Single Entity,Individual Reporting,http://www.kogarah-p.schools.nsw.edu.au,K-6,Major Cities,,1092,8,17,32,43,23,26,4,3,410,189,221,410,8%,0,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573,8662,obfuscated_573,obfuscated_573,NSW,2231,,,,,,,,-38.14,145.3073,Government,Primary,School Single Entity,Individual Reporting,http://www.kurnell-p.schools.nsw.edu.au,K-6,Major Cities,,1002,26,38,26,9,14,12.7,3,2.4,203,98,105,203,-2%,3,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
574,7567,obfuscated_574,obfuscated_574,NSW,2036,,,,,,,,-38.138701,144.347375,Government,Primary,School Single Entity,Individual Reporting,http://www.laperouse-p.schools.nsw.edu.au,K-6,Major Cities,,716,76,16,8,0,3,3.9,1,1.9,25,7,18,25,-17%,76,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
575,7568,obfuscated_575,obfuscated_575,NSW,2036,,,,,,,,-38.137924,145.152277,Government,Primary,School Single Entity,Individual Reporting,http://malabarpublicschool.com/,K-6,Major Cities,,1077,11,20,31,38,12,15.9,3,2.8,299,160,139,299,5%,3,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
576,7561,obfuscated_576,obfuscated_576,NSW,2035,,,,,,,,-38.136151,144.332835,Government,Primary,School Single Entity,Individual Reporting,http://www.maroubraba-p.schools.nsw.edu.au,K-6,Major Cities,,1061,14,19,29,37,13,18.8,4,2.9,320,158,162,320,1%,7,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
577,4920,obfuscated_577,obfuscated_577,NSW,2020,,,,,,,,-38.13608554,145.1395303,Government,Primary,School Single Entity,Individual Reporting,http://www.mascot-p.schools.nsw.edu.au,P-6,Major Cities,,1016,24,29,32,16,22,23.6,7,5.2,348,162,186,348,-6%,3,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
578,7569,obfuscated_578,obfuscated_578,NSW,2036,,,,,,,,-38.135809,144.329964,Government,Primary,School Single Entity,Individual Reporting,http://www.matraville-p.schools.nsw.edu.au,K-6,Major Cities,,993,35,27,26,12,14,14.4,3,2.4,232,104,128,232,-4%,3,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
579,8670,obfuscated_579,obfuscated_579,NSW,2234,,,,,,,,-38.135677,145.205019,Government,Primary,School Single Entity,Individual Reporting,http://www.menai-p.schools.nsw.edu.au,K-6,Major Cities,,965,39,26,26,10,5,9.1,3,1.6,86,46,40,86,-13%,9,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
580,8647,obfuscated_580,obfuscated_580,NSW,2228,,,,,,,,-38.13484,144.346041,Government,Primary,School Single Entity,Individual Reporting,http://www.miranda-p.schools.nsw.edu.au,"U, K-6",Major Cities,,1035,21,28,27,24,17,17.5,5,5.7,280,132,148,280,-4%,3,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
581,8636,obfuscated_581,obfuscated_581,NSW,2223,,,,,,,,-38.132857,145.853844,Government,Primary,School Single Entity,Individual Reporting,http://www.mortdale-p.schools.nsw.edu.au,K-6,Major Cities,,1059,13,26,30,31,16,22.3,6,2.9,374,197,177,374,3%,2,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
582,7592,obfuscated_582,obfuscated_582,NSW,2042,,,,,,,,-38.132444,145.861999,Government,Primary,School Single Entity,Individual Reporting,http://www.newtownn-p.schools.nsw.edu.au,K-6,Major Cities,,1149,2,8,21,69,12,14.7,3,2.5,283,140,143,283,5%,1,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,7589,obfuscated_583,obfuscated_583,NSW,2041,,,,,,,,-38.132323,145.326386,Government,Primary,School Single Entity,Individual Reporting,http://www.nicholson-p.schools.nsw.edu.au,K-6,Major Cities,,1150,2,7,22,68,7,9.6,2,2,167,81,86,167,9%,1,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
584,8637,obfuscated_584,obfuscated_584,NSW,2223,,,,,,,,-38.129766,144.33003,Government,Primary,School Single Entity,Individual Reporting,http://www.oatley-p.schools.nsw.edu.au,K-6,Major Cities,,1133,2,10,29,59,25,28.6,6,4.2,533,264,269,533,1%,1,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
585,7587,obfuscated_585,obfuscated_585,NSW,2040,,,,,,,,-38.129536,144.332405,Government,Primary,School Single Entity,Individual Reporting,http://www.orangegrov-p.schools.nsw.edu.au,P-6,Major Cities,,1130,6,10,26,59,21,24.9,5,4.3,428,214,214,428,12%,3,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
586,8607,obfuscated_586,obfuscated_586,NSW,2210,,,,,,,,-38.12926753,141.6204999,Government,Primary,School Single Entity,Individual Reporting,http://www.peakhurst-p.schools.nsw.edu.au,"U, K-6",Major Cities,,1048,18,25,30,27,34,36.9,9,7.1,624,318,306,624,4%,1,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587,8137,obfuscated_587,obfuscated_587,NSW,2222,,,,,,,,-38.127576,146.571338,Government,Primary,School Single Entity,Individual Reporting,http://www.penshurst-p.schools.nsw.edu.au,"U, K-6",Major Cities,,1046,16,25,34,24,23,30.1,6,6.4,440,223,217,440,0%,1,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
588,16263,obfuscated_588,obfuscated_588,NSW,2031,,,,,,,,-38.127523,141.612925,Government,Primary,School Single Entity,Individual Reporting,http://www.rainbowst-p.schools.nsw.edu.au,"U, K-6",Major Cities,,1118,6,14,25,55,28,28,9,7.2,447,199,248,447,3%,2,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
589,8623,obfuscated_589,obfuscated_589,NSW,2216,,,,,,,,-38.12672883,145.1479305,Government,Primary,School Single Entity,Individual Reporting,http://www.rockdale-p.schools.nsw.edu.au,K-6,Major Cities,,1035,19,26,36,19,21,26.9,7,3.1,428,202,226,428,5%,1,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
590,6926,obfuscated_590,obfuscated_590,NSW,2029,,,,,,,,-38.125617,145.157399,Government,Primary,School Single Entity,Individual Reporting,http://www.rosebay-p.schools.nsw.edu.au,K-6,Major Cities,,1149,1,8,25,65,30,34.4,4,4.1,615,299,316,615,-2%,0,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
591,7595,obfuscated_591,obfuscated_591,NSW,2044,,,,,,,,-38.125255,145.133088,Government,Primary,School Single Entity,Individual Reporting,http://www.stpeters-p.schools.nsw.edu.au,K-6,Major Cities,,1064,11,19,34,36,6,6.8,2,1.5,91,39,52,91,8%,7,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592,8630,obfuscated_592,obfuscated_592,NSW,2219,,,,,,,,-38.122893,144.328966,Government,Primary,School Single Entity,Individual Reporting,http://www.sanssouci-p.schools.nsw.edu.au,K-6,Major Cities,,1059,11,25,37,27,35,36.4,5,4.1,631,317,314,631,2%,2,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
593,4414,obfuscated_593,obfuscated_593,NSW,2130,,,,,,,,-38.119433,145.14233,Government,Primary,School Single Entity,Individual Reporting,http://www.summerhill-p.schools.nsw.edu.au,K-6,Major Cities,,1161,2,8,21,69,37,40.9,4,4.9,807,411,396,807,-2%,2,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
594,4411,obfuscated_594,obfuscated_594,NSW,2232,,,,,,,,-38.118867,146.252395,Government,Primary,School Single Entity,Individual Reporting,http://www.sutherland-p.schools.nsw.edu.au,K-6,Major Cities,,1109,7,16,28,49,14,15.4,4,2.5,265,130,135,265,11%,2,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
595,17484,obfuscated_595,obfuscated_595,NSW,2224,,,,,,,,-38.117972,144.327808,Government,Primary,School Single Entity,Individual Reporting,http://www.sylvania-p.schools.nsw.edu.au,K-6,Major Cities,,1003,24,35,27,14,5,6,2,1.7,120,58,62,120,10%,7,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
596,8655,obfuscated_596,obfuscated_596,NSW,2229,,,,,,,,-38.117707,145.201245,Government,Primary,School Single Entity,Individual Reporting,http://www.tarenpoint-p.schools.nsw.edu.au,K-6,Major Cities,,1035,20,27,31,22,3,4.9,3,1.5,84,40,44,84,-3%,1,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
597,5318,obfuscated_597,obfuscated_597,NSW,2007,,,,,,,,-38.116618,145.161618,Government,Primary,School Single Entity,Individual Reporting,http://www.ultimopublicschool.com,K-6,Major Cities,,1055,14,23,27,36,16,17,5,2.5,287,154,133,287,1%,8,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
598,8590,obfuscated_598,obfuscated_598,NSW,2206,,,,,,,,-38.115602,144.654699,Government,Primary,School Single Entity,Individual Reporting,http://www.undercliff-p.schools.nsw.edu.au,K-6,Major Cities,,1090,12,19,28,42,11,12.9,3,2.4,223,105,118,223,3%,0,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
599,5310,obfuscated_599,obfuscated_599,NSW,2030,,,,,,,,-38.115486,145.241752,Government,Primary,School Single Entity,Individual Reporting,http://www.vaucluse-p.schools.nsw.edu.au,"U, K-6",Major Cities,,1145,1,9,25,65,16,22.6,5,5.9,368,194,174,368,0%,0,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600,8668,obfuscated_600,obfuscated_600,NSW,2233,,,,,,,,-38.114241,144.337703,Government,Primary,School Single Entity,Individual Reporting,http://www.waterfall-p.schools.nsw.edu.au,K-6,Inner Regional,,977,36,33,24,7,2,2.5,1,0.9,36,18,18,36,-22%,6,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601,8587,obfuscated_601,obfuscated_601,NSW,2205,,,,,,,,-38.1141,145.769135,Government,Primary,School Single Entity,Individual Reporting,http://www.athelstane-p.schools.nsw.edu.au,"U, K-6",Major Cities,,963,46,29,18,8,21,26.9,8,6.9,346,164,182,346,7%,1,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602,8640,obfuscated_602,obfuscated_602,NSW,2225,,,,,,,,-38.113351,147.06566,Government,Primary,School Single Entity,Individual Reporting,http://www.oysterbay-p.schools.nsw.edu.au,K-6,Major Cities,,1098,5,19,32,43,23,22,4,3.4,427,208,219,427,3%,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,4401,obfuscated_603,obfuscated_603,NSW,2230,,,,,,,,-38.112649,144.328729,Government,Primary,School Single Entity,Individual Reporting,http://www.cronullas-p.schools.nsw.edu.au/,K-6,Major Cities,,1080,7,21,34,37,13,16.7,5,3.1,319,155,164,319,-1%,2,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604,7052,obfuscated_604,obfuscated_604,NSW,2034,,,,,,,,-38.111945,145.315857,Government,Primary,School Single Entity,Individual Reporting,http://www.southcoogeepublicschool.com/,K-6,Major Cities,,1107,6,15,27,52,27,29.3,7,4,523,271,252,523,-3%,3,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605,8665,obfuscated_605,obfuscated_605,NSW,2232,,,,,,,,-38.111648,145.289018,Government,Primary,School Single Entity,Individual Reporting,http://www.woronorari-p.schools.nsw.edu.au,K-6,Major Cities,,1050,12,28,36,24,5,5.9,2,1.7,114,56,58,114,11%,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606,6139,obfuscated_606,obfuscated_606,NSW,2230,,,,,,,,-38.111642,145.278852,Government,Primary,School Single Entity,Individual Reporting,http://www.bundeena-p.schools.nsw.edu.au,K-6,Inner Regional,,1065,10,23,37,30,11,11.1,2,2.4,204,98,106,204,8%,2,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607,6131,obfuscated_607,obfuscated_607,NSW,2221,,,,,,,,-38.111101,144.338334,Government,Primary,School Single Entity,Individual Reporting,http://www.baldfaceps.com.au,K-6,Major Cities,,1101,5,15,33,47,16,15.3,3,2.5,272,141,131,272,2%,1,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608,8605,obfuscated_608,obfuscated_608,NSW,2210,,,,,,,,-38.110706,147.062326,Government,Primary,School Single Entity,Individual Reporting,http://www.lugarno-p.schools.nsw.edu.au,K-6,Major Cities,,1079,8,24,32,36,15,14.7,4,2.5,269,136,133,269,-5%,0,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609,4409,obfuscated_609,obfuscated_609,NSW,2223,,,,,,,,-38.110384,144.341359,Government,Primary,School Single Entity,Individual Reporting,http://www.oatleywest-p.schools.nsw.edu.au,K-6,Major Cities,,1131,2,13,27,58,29,31.1,3,4.1,577,278,299,577,5%,2,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610,8664,obfuscated_610,obfuscated_610,NSW,2232,,,,,,,,-38.11029539,145.2928989,Government,Primary,School Single Entity,Individual Reporting,http://www.sutherlann-p.schools.nsw.edu.au,K-6,Major Cities,,1053,15,26,30,29,14,14.4,4,2.5,265,121,144,265,4%,2,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
611,8644,obfuscated_611,obfuscated_611,NSW,2226,,,,,,,,-38.11020493,145.2964999,Government,Primary,School Single Entity,Individual Reporting,http://www.jannali-p.schools.nsw.edu.au,K-6,Major Cities,,1050,19,24,29,28,6,8.2,6,1.8,135,70,65,135,0%,2,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
612,8627,obfuscated_612,obfuscated_612,NSW,2217,,,,,,,,-38.109716,145.146813,Government,Primary,School Single Entity,Individual Reporting,http://www.ramsgate-p.schools.nsw.edu.au/,K-6,Major Cities,,1042,16,28,34,22,28,32.2,6,4.1,570,268,302,570,5%,2,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
613,7598,obfuscated_613,obfuscated_613,NSW,2045,,,,,,,,-38.108921,147.068006,Government,Primary,School Single Entity,Individual Reporting,http://www.dobroydpt-p.schools.nsw.edu.au,K-6,Major Cities,,1128,4,11,25,60,14,14.1,3,2.4,240,116,124,240,-6%,4,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
614,8568,obfuscated_614,obfuscated_614,NSW,2196,,,,,,,,-38.108707,147.063779,Government,Primary,School Single Entity,Individual Reporting,http://www.mccallumhi-p.schools.nsw.edu.au,"U, K-6",Major Cities,,986,35,33,25,8,24,29.1,10,7.9,389,181,208,389,0%,1,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615,4929,obfuscated_615,obfuscated_615,NSW,2226,,,,,,,,-38.108411,145.256866,Government,Primary,School Single Entity,Individual Reporting,http://www.comowest-p.schools.nsw.edu.au,K-6,Major Cities,,1107,4,16,35,45,19,18.8,5,2.9,379,196,183,379,-1%,0,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616,6922,obfuscated_616,obfuscated_616,NSW,2019,,,,,,,,-38.108303,147.073643,Government,Primary,School Single Entity,Individual Reporting,http://www.pagewood-p.schools.nsw.edu.au,K-6,Major Cities,,1109,6,18,29,47,13,14.7,5,2.5,253,134,119,253,-11%,0,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
617,5325,obfuscated_617,obfuscated_617,NSW,2232,,,,,,,,-38.108173,145.320076,Government,Primary,School Single Entity,Individual Reporting,http://www.grayspoint-p.schools.nsw.edu.au,K-6,Major Cities,,1094,4,21,35,40,18,20.4,4,3.1,399,197,202,399,-1%,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
618,5326,obfuscated_618,obfuscated_618,NSW,2010,,,,,,,,-38.108126,145.286641,Government,Primary,School Single Entity,Individual Reporting,http://www.crownst-p.schools.nsw.edu.au,K-6,Major Cities,,1102,6,16,29,49,16,17.9,3,2.5,283,162,121,283,2%,2,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619,7597,obfuscated_619,obfuscated_619,NSW,2044,,,,,,,,-38.108052,147.089065,Government,Primary,School Single Entity,Individual Reporting,http://www.tempe-p.schools.nsw.edu.au/sws/view/home.node,K-6,Major Cities,,1064,15,19,29,37,23,23.4,3,2.8,314,158,156,314,1%,4,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620,8584,obfuscated_620,obfuscated_620,NSW,2204,,,,,,,,-38.106976,142.319173,Government,Primary,School Single Entity,Individual Reporting,http://www.marrickviw-p.schools.nsw.edu.au,"U, K-6",Major Cities,,1027,21,22,31,26,22,22.2,6,3.9,364,181,183,364,9%,9,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621,8583,obfuscated_621,obfuscated_621,NSW,2204,,,,,,,,-38.106803,147.039947,Government,Primary,School Single Entity,Individual Reporting,http://www.marrickvil-p.schools.nsw.edu.au,K-6,Major Cities,,1076,13,19,27,42,14,20,4,2.8,313,168,145,313,15%,4,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
622,5823,obfuscated_622,obfuscated_622,NSW,2024,,,,,,,,-38.106598,145.140947,Government,Primary,School Single Entity,Individual Reporting,http://www.waverley-p.schools.nsw.edu.au,K-6,Major Cities,,1131,3,12,26,58,13,17.3,4,2.5,274,127,147,274,9%,1,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623,8660,obfuscated_623,obfuscated_623,NSW,2230,,,,,,,,-38.1063,145.305,Government,Primary,School Single Entity,Individual Reporting,http://www.woolooware-p.schools.nsw.edu.au,K-6,Major Cities,,1072,9,26,32,33,24,24.7,7,3.4,497,225,272,497,6%,1,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624,5899,obfuscated_624,obfuscated_624,NSW,2229,,,,,,,,-38.10606747,144.335909,Government,Primary,School Single Entity,Individual Reporting,http://www.caringbahn-p.schools.nsw.edu.au,K-6,Major Cities,,1086,7,24,31,37,26,28.7,6,4.1,561,266,295,561,2%,1,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625,8642,obfuscated_625,obfuscated_625,NSW,2226,,,,,,,,-38.105038,145.15444,Government,Primary,School Single Entity,Individual Reporting,http://www.jannalie-p.schools.nsw.edu.au,K-6,Major Cities,,1077,10,22,30,37,16,19.3,4,2.8,364,170,194,364,4%,3,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
626,5800,obfuscated_626,obfuscated_626,NSW,2210,,,,,,,,-38.104873,145.306032,Government,Primary,School Single Entity,Individual Reporting,http://www.peakhurstw-p.schools.nsw.edu.au,K-6,Major Cities,,1020,26,26,28,20,16,16.6,4,2.9,305,121,184,305,-3%,3,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
627,8638,obfuscated_627,obfuscated_627,NSW,2224,,,,,,,,-38.104436,145.130496,Government,Primary,School Single Entity,Individual Reporting,http://www.sylvaniaht-p.schools.nsw.edu.au,K-6,Major Cities,,1065,12,24,34,31,35,37.7,7,4.3,668,324,344,668,1%,1,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
628,16260,obfuscated_628,obfuscated_628,NSW,2223,,,,,,,,-38.103932,145.277482,Government,Primary,School Single Entity,Individual Reporting,http://www.penshurstw-p.schools.nsw.edu.au,K-6,Major Cities,,1026,24,27,30,19,15,15.6,6,2.6,279,123,156,279,0%,2,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
629,7570,obfuscated_629,obfuscated_629,NSW,2036,,,,,,,,-38.103764,145.191954,Government,Primary,School Single Entity,Individual Reporting,http://www.matravilss-p.schools.nsw.edu.au,P-6,Major Cities,,953,35,26,28,11,11,15.7,6,4.6,228,113,115,228,10%,24,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
630,4918,obfuscated_630,obfuscated_630,NSW,2232,,,,,,,,-38.10360062,145.178295,Government,Primary,School Single Entity,Individual Reporting,http://www.kirrawee-p.schools.nsw.edu.au,"U, K-6",Major Cities,,1023,21,28,28,23,12,15.5,8,5.4,221,97,124,221,-7%,7,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
631,5501,obfuscated_631,obfuscated_631,NSW,2234,,,,,,,,-38.103114,145.268179,Government,Primary,School Single Entity,Individual Reporting,http://www.illawong-p.schools.nsw.edu.au,K-6,Major Cities,,1070,9,26,34,31,10,12,3,2.4,204,82,122,204,5%,1,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
632,8654,obfuscated_632,obfuscated_632,NSW,2229,,,,,,,,-38.101293,144.32709,Government,Primary,School Single Entity,Individual Reporting,http://www.lillipilli-p.schools.nsw.edu.au,K-6,Major Cities,,1104,4,18,32,45,19,18.9,4,3.4,372,192,180,372,3%,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,8646,obfuscated_633,obfuscated_633,NSW,2228,,,,,,,,-38.10094228,144.0546877,Government,Primary,School Single Entity,Individual Reporting,http://www.mirandanth-p.schools.nsw.edu.au,K-6,Major Cities,,1038,17,29,33,21,19,17.7,5,2.8,312,166,146,312,2%,2,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
634,8649,obfuscated_634,obfuscated_634,NSW,2228,,,,,,,,-38.09940329,147.08331,Government,Primary,School Single Entity,Individual Reporting,http://www.yowiebay-p.schools.nsw.edu.au,K-6,Major Cities,,1096,5,21,32,41,24,24,5,3.8,482,230,252,482,-3%,0,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
635,7594,obfuscated_635,obfuscated_635,NSW,2043,,,,,,,,-38.099354,145.938174,Government,Primary,School Single Entity,Individual Reporting,http://www.erskinevil-p.schools.nsw.edu.au,K-6,Major Cities,,1167,2,6,23,70,15,19.8,2,2.9,379,198,181,379,3%,2,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
636,8661,obfuscated_636,obfuscated_636,NSW,2232,,,,,,,,-38.09892269,145.7129321,Government,Primary,School Single Entity,Individual Reporting,http://www.loftus-p.schools.nsw.edu.au,K-6,Major Cities,,1076,8,24,32,36,24,23.6,7,3.9,432,217,215,432,-1%,2,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
637,8653,obfuscated_637,obfuscated_637,NSW,2229,,,,,,,,-38.0976,144.318015,Government,Primary,School Single Entity,Individual Reporting,http://www.lagunastr-p.schools.nsw.edu.au,K-6,Major Cities,,1077,10,20,32,37,18,23.9,5,3.4,470,221,249,470,3%,1,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
638,5315,obfuscated_638,obfuscated_638,NSW,2031,,,,,,,,-38.095698,147.083829,Government,Primary,School Single Entity,Individual Reporting,http://www.randwick-p.schools.nsw.edu.au,K-6,Major Cities,,1169,1,7,21,71,44,48.2,6,5.9,923,471,452,923,5%,0,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
639,8658,obfuscated_639,obfuscated_639,NSW,2230,,,,,,,,-38.094766,145.187192,Government,Primary,School Single Entity,Individual Reporting,http://www.burraneerb-p.schools.nsw.edu.au,K-6,Major Cities,,1101,5,19,33,44,33,32.5,5,4.1,636,310,326,636,-1%,1,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
640,4926,obfuscated_640,obfuscated_640,NSW,2233,,,,,,,,-38.094091,145.198245,Government,Primary,School Single Entity,Individual Reporting,http://www.engadinew-p.schools.nsw.edu.au,K-6,Major Cities,,1045,14,30,34,22,35,36.7,5,4.5,723,370,353,723,-4%,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
641,4408,obfuscated_641,obfuscated_641,NSW,2233,,,,,,,,-38.093651,147.064627,Government,Primary,School Single Entity,Individual Reporting,http://www.yarrawarra-p.schools.nsw.edu.au,K-6,Major Cities,,1067,9,27,34,30,14,15.7,4,2.5,297,155,142,297,5%,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642,7566,obfuscated_642,obfuscated_642,NSW,2036,,,,,,,,-38.093263,145.715864,Government,Primary,School Single Entity,Individual Reporting,http://www.chifley-p.schools.nsw.edu.au,K-6,Major Cities,,933,37,30,21,12,12,10.1,4,2,168,71,97,168,-9%,33,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
643,8608,obfuscated_643,obfuscated_643,NSW,2210,,,,,,,,-38.0902567,145.6740808,Government,Primary,School Single Entity,Individual Reporting,http://www.peakhursts-p.schools.nsw.edu.au,K-6,Major Cities,,1044,18,26,30,26,14,14.6,2,2.5,261,117,144,261,15%,2,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
644,7606,obfuscated_644,obfuscated_644,NSW,2049,,,,,,,,-38.090171,144.35882,Government,Primary,School Single Entity,Individual Reporting,http://www.lewisham-p.schools.nsw.edu.au/sws/view/home.node,K-6,Major Cities,,1091,11,14,28,47,9,10.6,2,2,193,99,94,193,8%,5,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
645,16310,obfuscated_645,obfuscated_645,NSW,2227,,,,,,,,-38.09005341,145.1336548,Government,Primary,School Single Entity,Individual Reporting,http://www.gymeanorth-p.schools.nsw.edu.au,K-6,Major Cities,,1034,16,32,31,20,16,18.3,5,2.8,338,164,174,338,0%,4,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
646,6140,obfuscated_646,obfuscated_646,NSW,2233,,,,,,,,-38.08736,145.275739,Government,Primary,School Single Entity,Individual Reporting,http://www.marton-p.schools.nsw.edu.au,K-6,Major Cities,,1045,16,30,33,21,19,21,5,3.1,427,201,226,427,1%,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
647,6130,obfuscated_647,obfuscated_647,NSW,2232,,,,,,,,-38.087115,145.871719,Government,Primary,School Single Entity,Individual Reporting,http://www.kareela-p.schools.nsw.edu.au,K-6,Major Cities,,1110,4,16,32,48,19,20,6,2.9,396,192,204,396,1%,1,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
648,5515,obfuscated_648,obfuscated_648,NSW,2203,,,,,,,,-38.08707681,145.2892039,Government,Primary,School Single Entity,Individual Reporting,http://www.dulwichhil-p.schools.nsw.edu.au,K-6,Major Cities,,1114,7,12,26,55,30,27.4,6,4,495,268,227,495,-2%,3,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649,7608,obfuscated_649,obfuscated_649,NSW,2049,,,,,,,,-38.086366,142.80955,Government,Primary,School Single Entity,Individual Reporting,http://www.petersham-p.schools.nsw.edu.au,K-6,Major Cities,,1133,3,11,27,59,14,14.4,4,2.5,262,120,142,262,4%,3,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
